"","drinks.idDrink","drinks.strDrink","drinks.strCategory","drinks.strAlcoholic","drinks.strGlass","drinks.strInstructions","drinks.strDrinkThumb","drinks.strIngredient1","drinks.strIngredient2","drinks.strIngredient3","drinks.strIngredient4","drinks.strIngredient5","drinks.strIngredient6","drinks.strIngredient7","drinks.strIngredient8","drinks.strIngredient9","drinks.strIngredient10","drinks.strIngredient11","drinks.strIngredient12","drinks.strIngredient13","drinks.strIngredient14","drinks.strIngredient15","drinks.strMeasure1","drinks.strMeasure2","drinks.strMeasure3","drinks.strMeasure4","drinks.strMeasure5","drinks.strMeasure6","drinks.strMeasure7","drinks.strMeasure8","drinks.strMeasure9","drinks.strMeasure10","drinks.strMeasure11","drinks.strMeasure12","drinks.strMeasure13","drinks.strMeasure14","drinks.strMeasure15","drinks.dateModified"
"2599","15759","Pineappleless Pineapple Juice","Cocktail","Alcoholic","vote","Pour Southern Comfort to the first line of a 16 oz. Solo Brand plastic cup. Add splash of Bacardi 151 Rum. Add 7-Up, Orange Juice, and Coca-Cola. Swirl it around in the cup a little bit and enjoy.",NA,"Southern Comfort","151 proof rum","7-Up","Orange juice","Coca-Cola","","","","","","","","","","","4 1/2 oz ","1 splash Bacardi ","3 oz ","4 oz ","4 oz "," "," "," "," "," ","","","","","",NA
"2600","15761","Quick-sand","Ordinary Drink","Alcoholic","Highball glass","Simply add the orange juice, quite a quick pour in order to mix the sambucca with the orange juice. The juice MUST have fruit pulp!",NA,"Black Sambuca","Orange juice","","","","","","","","","","","","","","25 ml ","Add 250 ml "," "," "," "," "," ","","","","","","","","",NA
"2601","15763","Mellow Hiker","Cocktail","Alcoholic","Highball glass","Combine alcohol over ice and add Mountain Dew. Stir and Garnish with Melon ball if desired.",NA,"Midori melon liqueur","Watermelon liqueur","Banana liqueur","Coconut rum","Mountain Dew","","","","","","","","","","","1 oz ","1 oz ","1/2 oz ","1 oz ","3 oz "," "," "," "," "," ","","","","","",NA
"2602","15765","Navy Grog","Ordinary Drink","Alcoholic","Collins glass","Fill collins glass with ice. Pour alcohols. Pour juices. Shake Optional. Orange and Pineapple garnish Optional",NA,"Light rum","Gold rum","Dark rum","Grand Marnier","Grapefruit juice","Orange juice","Pineapple juice","","","","","","","","","1/2 oz ","1/2 oz ","1/2 oz ","1/2 oz ","1 oz ","1 oz ","1 oz "," "," "," "," "," ","","","",NA
"2603","15767","Smurf","Soft Drink / Soda","Alcoholic","Highball glass","Take the vodka in first, then orange juice and sprite. Then you take some dashes of grenadine and stirr it around for 20 sec. On the top of it you have a little dash of Strawb.marg.mix. Add ice cubes.",NA,"Vodka","Orange juice","Sprite","Grenadine","Margarita mix","Ice","","","","","","","","","","2 cl ","15 cl ","7 cl ","2 dashes ","1/2 dash "," cubes
","
","
","
","
","
","","","","",NA
"2604","15769","Root Beer","Ordinary Drink","Alcoholic","vote","Fill a large glass with ice. Add vodka and fill glass with Pepsi (Do NOT substitute Coke). Swirl a splash of Galliano on top.",NA,"Vodka","Pepsi Cola","Galliano","","","","","","","","","","","","","2 oz ","6 oz ","1 splash "," "," "," "," "," ","","","","","","","",NA
"2605","15771","Jay In Your Tummy","Shot","Alcoholic","Shot glass","Shake all the above ingredients in a tin with ice.",NA,"Malibu rum","Sambuca","Blue Curacao","Midori melon liqueur","Pineapple juice","","","","","","","","","","","2 parts ","1 part ","1 part ","1 part ","1 part "," "," "," "," "," ","","","","","",NA
"2606","15773","Crack Pipe","Shot","Alcoholic","Highball glass","Shake with ice, strain into glass",NA,"151 proof rum","Rumple Minze","Wild Turkey","","","","","","","","","","","","","1 oz Bacardi ","1 oz ","1 oz "," "," "," "," "," ","","","","","","","",NA
"2607","15775","Phillips Screwdriver","Ordinary Drink","Alcoholic","vote","Place 2-3 ice cubes in your choice of glass, pour 2oz vodka followed by 6oz Sunny Delight (more or less to taste). Stir and serve.",NA,"Vodka","Sunny delight","","","","","","","","","","","","","","2 oz ","6 oz "," "," "," "," "," ","","","","","","","","",NA
"2608","15777","Extended Jail Sentence","Shot","Alcoholic","Highball glass","Flash blend with ice cubes.",NA,"Jack Daniels","Southern Comfort","Gold tequila","Pineapple juice","Ice","","","","","","","","","","","1/2 oz ","1/2 oz ","1/2 oz ","1 splash "," cubes
","
","
","
","
","
","","","","","",NA
"2609","15779","Ostrich Shit","Coffee / Tea","Alcoholic","Old-fashioned glass","Pour one oz. of Peppermint Schnapps into a cup of coffee. Then ad two tps. of sugar and slowly stir.",NA,"Peppermint schnapps","Coffee","Sugar","","","","","","","","","","","","","1 oz ","8 oz ","2 tsp "," "," "," "," "," ","","","","","","","",NA
"2610","15781","The Juice","Punch / Party Drink","Alcoholic","Punch bowl","Pour into a five gallon pitcher, the canister of lemonade, water, everclear and mix. serve on ice.",NA,"Everclear","Lemonade","Water","","","","","","","","","","","","","1 bottle ","1 can ","4 gal "," "," "," "," "," ","","","","","","","",NA
"2611","15783","Skane-i-fier","Soft Drink / Soda","Alcoholic","Whiskey sour glass","Fill glass with ice. Add whiskey, Malibu and Dr. Pepper Stir.",NA,"Ice","Whiskey","Malibu rum","Dr. Pepper","","","","","","","","","","",""," cubes
","
","
"," stir
","
","
","
","
","
","","","","","","",NA
"2612","15785","Peach me Tender","Cocktail","Alcoholic","Cocktail glass","Shake all the ingredients. Serve in a chilled cocktail glass. Add a twist of orange.",NA,"Jack Daniels","Peach liqueur","Lemon liqueur","Almond syrup","Grenadine","","","","","","","","","","","5/10 part ","3/10 part ","1/10 part ","1/10 part ","1 dash "," "," "," "," "," ","","","","","",NA
"2613","15787","Ponderosa","Shot","Alcoholic","Shot glass","Throw it all into a glass, shoot as fast as possible. Do this repeatadly until very inebriated!",NA,"Everclear","Orange soda","","","","","","","","","","","","","","2 oz ","2 oz "," "," "," "," "," ","","","","","","","","",NA
"2614","15789","Snakebite and Black","Beer","Alcoholic","Pint glass","Put blackcurrant squash in first up to about 1cm in glass. Then add the larger and cider one after another.","http://www.thecocktaildb.com/images/media/drink/rssvwv1441248863.jpg","Lager","Cider","Blackcurrant squash","","","","","","","","","","","","","1/2 pint ","1/2 pint ","A little bit of "," "," "," "," "," ","","","","","","","","2015-09-03 03:54:23"
"2615","15791","No Pressure","Cocktail","Alcoholic","Hurricane glass","In a hurricane glass or any tall glass: Fill glass 1/3 full of Fz. strawberry daiquiri. Layer next 1/3 of glass with Fz. Pina Colada. Add a splash of Blue Curacao on top. Insert straw and fill with 151 Rum.",NA,"Daiquiri mix","Piña Colada","Curacao","151 proof rum","","","","","","","","","","","","1 part frozen strawberry ","1 part ","1 splash ","1 shot Bacardi "," "," "," "," "," ","","","","","","",NA
"2616","15793","Fuzzy Peachclari","Punch / Party Drink","Alcoholic","Mason jar","Pour vodka, then orange juice, then peach schnapps. Drink.",NA,"Peach schnapps","Vodka","Orange juice","","","","","","","","","","","","","1 part ","4 parts ","5 parts "," "," "," "," "," ","","","","","","","",NA
"2617","15795","Öxnäs Temptation","Cocktail","Alcoholic","Cocktail glass","Start by adding the vodka and the banan liqueur. Fill the glass with sprite or similar soft drink. Pour some conc. orange juice. Stir. Add some grenadine for that nice Tequila Sunrise effect, or don't if you think it will be to sweet. Add a slice of orange for decoration.",NA,"Vodka","Banana liqueur","Sprite","Orange juice","Grenadine","","","","","","","","","","","6 cl ","2 cl ","Nearly fill glass with ","1 splash ","A tiny splash "," "," "," "," "," ","","","","","",NA
"2618","15797","Neon Iguana","Cocktail","Alcoholic","vote","Pour ingredients together and stir",NA,"Spiced rum","Malibu rum","Blue Curacao","Lime juice","Orange juice","","","","","","","","","","","3 oz ","2 oz ","2 oz ","1.5 oz ","Fill with "," "," "," "," "," ","","","","","",NA
"2619","15799","Fu** me like a beast","Punch / Party Drink","Alcoholic","Highball glass","Combine all ingredients except 151, shake well with ice, pour into highball glass and top it off with Bacardi 151.",NA,"Tequila","Midori melon liqueur","Chambord raspberry liqueur","Pineapple juice","Orange juice","Grenadine","151 proof rum","","","","","","","","","1/2 oz ","1/2 oz ","1/2 oz ","1 part ","1 part ","1 dash ","Top with Bacardi "," "," "," "," "," ","","","",NA
"2620","15801","Zimadori Zinger","Punch / Party Drink","Alcoholic","Collins glass","Pour Zima in a collins glass over ice and then pour the shot of Midori. Don't stir. Garnish with a cherry.",NA,"Midori melon liqueur","Zima","","","","","","","","","","","","","","1.5 oz ","12 oz "," "," "," "," "," ","","","","","","","","",NA
"2621","15803","Golden shower","Ordinary Drink","Alcoholic","vote","Stire Rum and Banana liqueur with ice. Add Sprite",NA,"Banana liqueur","Rum","Sprite","","","","","","","","","","","","","1 measure ","1 measure ","Fill with "," "," "," "," "," ","","","","","","","",NA
"2622","15805","Wild Peppertini","Shot","Alcoholic","Shot glass","Combine, chill and strain into either a shot glass or ups glass.",NA,"Wild Turkey","Peppermint schnapps","","","","","","","","","","","","","","1/2 oz ","1/2 oz "," "," "," "," "," ","","","","","","","","",NA
"2623","15807","Blue Smurf Piss","Shot","Alcoholic","Shot glass","Pour as listed.",NA,"Jägermeister","151 proof rum","Rumple Minze","Goldschlager","Blue Curacao","","","","","","","","","","","1/5 shot ","1/5 shot Bacardi ","1/5 shot ","1/5 shot ","1/5 shot "," "," "," "," "," ","","","","","",NA
"2624","15809","Fuzzy Russian","Shot","Alcoholic","Shot glass","Mix both ingredients in a shot glass. Tilt head back. Swallow.",NA,"Vodka","Peach schnapps","","","","","","","","","","","","","","1/2 shot ","1/2 shot "," "," "," "," "," ","","","","","","","","",NA
"2625","15811","Moilanen","Ordinary Drink","Alcoholic","Beer mug","First slice half a lemon in small slices. Then some ice, I prefer alot of ice in this drink. Pour the vodka in, press the rest of the lemon in the glass. Mix around and then fill up with Schweppes lemon. Mix again and you're finished. If you don't got the Schweppes lemon you can always use Fanta lemon instead, but it will be a lot sweeter.",NA,"Lemon","Ice","Absolut Citron","Lemon","Schweppes Lemon","","","","","","","","","","","Slices of 1/2 ","
","
","
","
","
","
","
","
","
","","","","","",NA
"2626","15813","Herbal flame","Coffee / Tea","Alcoholic","Mason jar","Pour Hot Damn 100 in bottom of a jar or regular glass. Fill the rest of the glass with sweet tea. Stir with spoon, straw, or better yet a cinnamon stick and leave it in.","http://www.thecocktaildb.com/images/media/drink/rrstxv1441246184.jpg","Hot Damn","Tea","","","","","","","","","","","","","","5 shots ","very sweet "," "," "," "," "," ","","","","","","","","","2015-09-03 03:09:44"
"2627","15815","Lemonade Bomb","Punch / Party Drink","Alcoholic","Pitcher","Follow the instructions on the can of Lemonade concentrate, but substitute the Vodka for water. Mix well and add beer.",NA,"Lemonade","Vodka","Beer","","","","","","","","","","","","","1 can ","3 cups ","7-8 cans "," "," "," "," "," ","","","","","","","",NA
"2628","15817","Slemmig Slyna","Ordinary Drink","Alcoholic","Highball glass","Mix vodka and midori and kiwi with ice. Add sourmix. Shake. Fill with soda. Decorate glass with pineapple.",NA,"Absolut Vodka","Midori melon liqueur","Kiwi liqueur","Sour mix","","","","","","","","","","","","3 cl ","2 cl ","2 cl ","
","
","
","
","
","
","","","","","","",NA
"2629","15819","Green Apple #1","Shot","Alcoholic","Shot glass","Mix all three together.","http://www.thecocktaildb.com/images/media/drink/ryxyvr1441248486.jpg","Southern Comfort","Midori melon liqueur","Sour mix","","","","","","","","","","","","","1 shot ","1 splash ","1 splash "," "," "," "," "," ","","","","","","","","2015-09-03 03:48:06"
"2630","15821","Summer Sunset","Ordinary Drink","Alcoholic","Collins glass","Put ice cubes in the Collins glass. Then poor the white rum. Fill with the fruit punch and the ginger ale.",NA,"White rum","Fruit punch","Ginger ale","Ice","","","","","","","","","","","","2 oz ","1/2 glass ","1/2 glass ","
","
","
","
","
","
","","","","","","",NA
"2631","15823","Missle Pop","Ordinary Drink","Alcoholic","vote","Fill glass with ice and add vodka, pineapple juice and fruit punch. Fill with orange juice.",NA,"Ice","Vodka","Pineapple juice","Hawaiian Punch","Orange juice","","","","","","","","","",""," cubes
"," (Absolut)
","
","
"," (Sunny Delight)
","
","
","
","
","
","","","","","",NA
"2632","15825","Jamaican Coffee","Coffee / Tea","Alcoholic","Champagne flute","Stir the rum, coffee and water together. Top with the whipped cream. Sprinkle with a pinch of well ground coffee and drink with a straw.","http://www.thecocktaildb.com/images/media/drink/xqptps1441247257.jpg","Rum","Coffee","Water","Whipped cream","","","","","","","","","","","","1/6 glass ","1/6 glass strong black ","1/2 glass cold ","
","
","
","
","
","
","","","","","","","2015-09-03 03:27:37"
"2633","15827","Hot Afternoon","Shot","Alcoholic","Shot glass","Throw the shit in the shot glass and drink it down!",NA,"Peach schnapps","Kahlua","","","","","","","","","","","","","","1/2 oz ","1/2 oz "," "," "," "," "," ","","","","","","","","",NA
"2634","15829","Wild Wild West","Shot","Alcoholic","Highball glass","Take ink pen and stir well!",NA,"Jack Daniels","Peach schnapps","Cranberry juice","","","","","","","","","","","","","1 1/2 oz ","1 oz ","2 oz "," "," "," "," "," ","","","","","","","",NA
"2635","15831","Strawberry Quick","Ordinary Drink","Alcoholic","Highball glass","Mix the contents so that the color of the drink is a pink color. Serve and enjoy",NA,"Strawberry schnapps","Irish cream","Grenadine","Milk","","","","","","","","","","","","1 1/2 oz ","1 oz ","1/2 oz ","Fill "," "," "," "," "," ","","","","","","",NA
"2636","15833","Ball Hooter","Shot","Alcoholic","Shot glass","Fill a shaker with ice. Pour in equal parts liquor. Shake or swirl. Strain into shot glass(es). Serve with a short, cold glass of beer.",NA,"Tequila","Peppermint schnapps","Beer","","","","","","","","","","","","","1 part ","1 part ","One glass "," "," "," "," "," ","","","","","","","",NA
"2637","15835","Rambo Shot","Shot","Alcoholic","Shot glass","keep both liquors cold and serve ina chilled shot glass if possible",NA,"Jägermeister","Rumple Minze","","","","","","","","","","","","","","1/2 oz ","1/2 oz "," "," "," "," "," ","","","","","","","","",NA
"2638","15837","Killer Koolade","Cocktail","Alcoholic","Highball glass","Add Vodka, Melon Liqueur and Cranberry Juice in a shaker, Fill glass with three ice cubes,strain mix into highball/zombie glass,add dash of Amaretto (Optional)",NA,"Vodka","Midori melon liqueur","Amaretto","Cranberry juice","","","","","","","","","","","","1/2 oz ","1/2 oz ","Optional 1/2 oz ","
","
","
","
","
","
","","","","","","",NA
"2639","15839","Simpson Solution","Punch / Party Drink","Alcoholic","Beer mug","Get a sports container like the All Sport or Gatorade ones at sports events and combine three ingredients together. Put in about 4-5 pounds of cocktail ice and watch it disappear faster than water!",NA,"Vodka","Peach schnapps","Orange juice","","","","","","","","","","","","","750 ml ","750 ml ","2 gal "," "," "," "," "," ","","","","","","","",NA
"2640","15841","Mojito #3","Cocktail","Alcoholic","Collins glass","Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura.",NA,"Mint","Lemon juice","Dark rum","Club soda","Angostura bitters","","","","","","","","","","","1/2 handful ","3 cl ","1/8 L Jamaican ","1/8 L ","8 drops "," "," "," "," "," ","","","","","",NA
"2641","15843","Bumble Bee #2","Shot","Alcoholic","Cordial glass","Layer Barenjaeger on top of the Jägermeister. Both liquors should be chilled.",NA,"Jägermeister","Barenjager","","","","","","","","","","","","","","1 oz ","1 oz "," "," "," "," "," ","","","","","","","","",NA
"2642","15845","Flaming Soda","Punch / Party Drink","Alcoholic","Old-fashioned glass","Serve over rocks if desired.",NA,"Vodka","Midori melon liqueur","Triple sec","Soda water","Grenadine","","","","","","","","","","","1 shot ","1/2 shot ","1/2 shot ","Fill with ",", as desired
","
","
","
","
","
","","","","","",NA
"2643","15847","White Mess","Shot","Alcoholic","Shot glass","Shake and strain into a double shot glass.",NA,"White rum","Creme de Cassis","Root beer schnapps","Malibu rum","Heavy cream","","","","","","","","","","","1 part ","1 part ","1 part ","1 part ","1 part "," "," "," "," "," ","","","","","",NA
"2644","15849","Apricot punch","Punch / Party Drink","Alcoholic","Punch bowl","Pour all ingrediants into a large punch bowl. Add ice and 4 oranges that are peeled and divided.",NA,"Apricot brandy","Champagne","Vodka","7-Up","Orange juice","","","","","","","","","","","1 qt ","4 fifth ","1 fifth ","4 L ","1/2 gal "," "," "," "," "," ","","","","","",NA
"2645","15851","Apricot Smoothie","Ordinary Drink","Alcoholic","Highball glass","Mix all ingrediants over ice. Seven-Up may be used instead of champagne to cut alcohol content if so desired.",NA,"Apricot brandy","Vodka","Champagne","Orange juice","","","","","","","","","","","","4 oz ","1 oz ","Fill 1/2 glass ","Fill 1/2 glass "," "," "," "," "," ","","","","","","",NA
